0,20,15,1
7,11,11,2
15,14,23,3
24,11,33,4
30,7,14,5
36,15,37,6
36,20,25,7
38,12,36,8
40,14,50,9
47,1,23,10
49,8,37,11
57,5,43,12
57,15,34,13
66,3,8,14
69,11,16,15
76,20,34,16
79,3,29,17
86,15,48,18
94,4,21,19
100,17,11,20
104,20,29,21
105,17,17,22
111,5,47,23
120,15,24,24
128,11,34,25
131,9,8,26
138,13,3,27
145,16,28,28
145,3,33,29
145,6,27,30
150,6,33,31
154,7,35,32
154,20,27,33
159,20,17,34
164,20,45,35
167,7,17,36
173,17,43,37
181,20,26,38
186,1,13,39
193,1,22,40
200,10,26,41
209,8,36,42
217,8,38,43
220,17,25,44
227,20,10,45
232,13,40,46
237,6,35,47
244,9,14,48
248,18,8,49
249,3,17,50
251,12,40,51
253,12,45,52
254,10,16,53
259,9,25,54
265,10,42,55
265,6,49,56
274,9,39,57
276,11,47,58
280,8,18,59
290,19,25,60
298,9,32,61
304,17,6,62
312,10,20,63
317,13,30,64
323,7,4,65
331,15,19,66
333,2,33,67
340,9,44,68
342,11,27,69
344,9,11,70
354,3,39,71
361,18,27,72
363,3,3,73
369,5,42,74
372,12,5,75
380,5,6,76
386,6,25,77
390,17,8,78
390,12,11,79
398,14,5,80
398,19,48,81
400,2,3,82
406,12,30,83
408,2,0,84
418,11,36,85
422,16,4,86
432,5,39,87
441,5,33,88
441,7,19,89
450,12,32,90
456,16,41,91
466,9,48,92
474,15,45,93
484,10,10,94
486,5,3,95
494,8,42,96
494,2,7,97
495,3,42,98
505,18,15,99
513,2,20,100
518,4,17,101
522,5,16,102
529,18,45,103
529,6,47,104
537,8,18,105
539,5,17,106
544,13,35,107
546,8,33,108
550,1,32,109
550,7,16,110
550,5,38,111
550,6,4,112
553,2,40,113
563,7,49,114
567,14,29,115
574,7,10,116
576,15,6,117
578,5,38,118
587,10,26,119
587,5,14,120
588,20,37,121
598,1,19,122
603,17,17,123
607,16,4,124
617,5,9,125
618,4,20,126
620,13,41,127
627,9,14,128
629,7,43,129
630,8,31,130
635,18,10,131
641,13,32,132
641,1,31,133
643,9,10,134
653,9,1,135
658,10,41,136
667,9,2,137
677,16,30,138
679,17,8,139
682,2,1,140
691,11,35,141
699,10,22,142
708,2,17,143
708,9,14,144
713,9,48,145
713,19,36,146
719,15,29,147
725,4,18,148
726,2,32,149
736,6,25,150
740,2,19,151
747,3,21,152
751,12,38,153
752,19,15,154
753,4,20,155
760,16,18,156
766,9,5,157
775,2,26,158
781,17,13,159
786,5,4,160
788,20,29,161
788,1,16,162
795,20,27,163
803,1,2,164
805,5,34,165
813,16,19,166
820,5,28,167
827,20,7,168
831,4,35,169
831,9,7,170
832,13,50,171
842,12,15,172
846,19,45,173
850,3,12,174
858,12,7,175
866,14,38,176
870,11,40,177
876,8,42,178
883,4,19,179
893,17,36,180
894,12,6,181
899,20,28,182
906,10,34,183
908,4,4,184
915,12,16,185
918,15,38,186
927,16,44,187
933,10,21,188
941,19,1,189
945,6,25,190
946,4,38,191
955,11,36,192
964,16,9,193
964,13,25,194
965,13,36,195
971,20,6,196
981,11,37,197
983,8,14,198
988,13,7,199
992,12,29,200
994,15,15,201
1001,12,45,202
1008,8,2,203
1009,13,40,204
1015,11,44,205
1025,10,4,206
1035,16,40,207
1042,1,12,208
1047,1,23,209
1053,9,47,210
1057,10,8,211
1059,14,42,212
1064,10,13,213
1065,1,9,214
1073,2,32,215
1083,10,9,216
1092,1,20,217
1093,11,43,218
1097,20,15,219
1105,12,35,220
1107,14,50,221
1111,5,17,222
1120,14,7,223
1129,7,43,224
1139,15,38,225
1141,8,26,226
1145,17,4,227
1152,9,16,228
1157,14,5,229
1161,6,12,230
1162,16,28,231
1169,20,41,232
1176,4,17,233
1183,4,39,234
1186,6,36,235
1194,8,20,236
1202,16,48,237
1202,13,21,238
1204,11,21,239
1210,5,40,240
1219,17,37,241
1219,9,40,242
1221,1,27,243
