0,9,18,1
5,9,11,2
8,2,13,3
16,15,9,4
24,6,13,5
27,17,16,6
37,7,40,7
37,3,9,8
44,2,34,9
46,9,48,10
50,20,21,11
56,13,33,12
65,9,10,13
66,5,50,14
76,5,19,15
79,16,46,16
89,13,48,17
99,8,4,18
108,14,37,19
116,7,37,20
121,14,37,21
122,2,5,22
132,9,40,23
132,12,24,24
140,11,35,25
144,13,41,26
150,1,12,27
150,14,1,28
157,15,36,29
162,14,21,30
171,6,44,31
174,16,40,32
175,1,30,33
180,6,15,34
182,1,34,35
189,11,15,36
193,11,39,37
193,5,12,38
203,10,48,39
208,2,46,40
211,13,26,41
213,6,13,42
223,1,46,43
225,12,21,44
233,7,12,45
235,12,17,46
235,7,38,47
238,4,14,48
245,3,22,49
248,19,42,50
257,6,44,51
262,16,36,52
266,10,19,53
274,4,9,54
282,16,31,55
282,14,41,56
290,1,14,57
296,15,31,58
299,17,26,59
305,3,20,60
315,10,30,61
321,10,15,62
326,6,7,63
333,3,12,64
343,7,5,65
352,19,8,66
354,5,46,67
354,20,21,68
363,13,30,69
373,10,0,70
382,1,19,71
391,13,40,72
391,18,16,73
392,6,15,74
399,4,45,75
399,16,42,76
402,12,42,77
404,18,33,78
407,12,42,79
415,10,24,80
420,15,0,81
423,2,21,82
425,8,21,83
428,10,9,84
433,1,32,85
440,17,45,86
447,10,22,87
447,14,31,88
454,15,1,89
454,7,8,90
462,1,22,91
465,13,33,92
469,13,13,93
474,15,50,94
476,16,31,95
478,9,31,96
481,12,14,97
486,1,44,98
493,14,24,99
500,14,41,100
510,12,13,101
514,6,39,102
524,5,2,103
529,15,46,104
533,3,48,105
536,14,37,106
543,15,38,107
548,1,21,108
555,15,45,109
565,18,11,110
571,3,42,111
577,10,43,112
581,7,41,113
583,6,0,114
585,6,25,115
592,18,37,116
593,6,29,117
603,15,21,118
603,4,46,119
610,14,42,120
611,18,38,121
620,15,28,122
629,8,45,123
632,5,40,124
635,4,4,125
639,12,27,126
644,12,3,127
654,12,4,128
662,15,14,129
665,12,19,130
667,3,7,131
673,18,14,132
679,11,26,133
679,4,13,134
681,18,43,135
686,19,14,136
694,9,10,137
695,8,41,138
695,20,15,139
699,20,25,140
707,14,9,141
714,5,21,142
717,2,45,143
727,19,26,144
731,14,8,145
741,10,23,146
742,18,3,147
