0,17,5,1
1,3,16,2
3,11,46,3
5,9,2,4
13,15,14,5
14,4,32,6
17,20,19,7
23,5,26,8
25,4,26,9
28,11,32,10
30,7,15,11
30,9,15,12
32,7,2,13
36,3,26,14
39,20,38,15
39,1,22,16
40,16,14,17
43,15,15,18
45,2,22,19
45,9,11,20
52,19,33,21
53,2,47,22
54,19,22,23
63,19,34,24
65,15,35,25
68,3,12,26
68,11,23,27
72,12,17,28
81,4,18,29
84,20,0,30
87,12,41,31
96,3,42,32
99,18,49,33
101,2,21,34
110,11,10,35
111,5,22,36
114,11,34,37
120,3,50,38
121,18,31,39
121,17,35,40
123,19,0,41
133,4,24,42
141,5,26,43
147,4,23,44
151,15,10,45
155,6,26,46
161,2,5,47
169,5,33,48
175,20,32,49
180,10,40,50
187,14,29,51
187,4,1,52
187,12,11,53
188,16,8,54
192,10,5,55
200,13,20,56
202,5,26,57
209,14,50,58
213,4,9,59
219,11,4,60
220,9,25,61
220,15,30,62
230,20,42,63
230,15,28,64
233,18,25,65
234,13,1,66
236,9,18,67
242,12,7,68
247,13,10,69
248,20,14,70
248,12,36,71
252,7,40,72
254,8,20,73
254,14,14,74
262,16,5,75
264,16,46,76
271,13,15,77
281,12,7,78
290,12,35,79
300,9,15,80
305,8,8,81
307,14,2,82
312,8,7,83
318,9,40,84
320,8,39,85
326,13,46,86
332,14,23,87
338,18,10,88
345,16,14,89
347,4,49,90
357,5,10,91
366,8,44,92
374,1,35,93
380,2,28,94
385,17,10,95
393,3,27,96
397,14,25,97
398,4,19,98
399,18,50,99
408,9,28,100
