0,7,11,1
9,19,42,2
11,19,23,3
19,5,28,4
20,17,20,5
21,13,7,6
29,3,27,7
39,18,34,8
41,6,20,9
41,5,5,10
47,14,33,11
57,15,32,12
58,1,40,13
63,11,3,14
67,19,35,15
76,14,37,16
82,12,45,17
91,8,7,18
101,14,25,19
111,20,33,20
116,10,44,21
126,12,50,22
126,12,28,23
134,5,14,24
139,4,11,25
145,18,17,26
147,17,50,27
148,10,26,28
155,15,22,29
162,3,25,30
166,17,1,31
176,13,27,32
180,20,29,33
189,9,43,34
193,13,0,35
202,18,4,36
209,13,46,37
210,7,2,38
216,16,12,39
216,11,1,40
222,2,42,41
222,20,15,42
226,11,22,43
232,2,12,44
232,9,20,45
232,12,6,46
235,20,29,47
241,13,18,48
243,15,5,49
250,9,36,50
252,14,8,51
260,7,6,52
270,10,12,53
279,18,32,54
288,20,39,55
296,8,17,56
305,19,0,57
307,14,20,58
315,14,28,59
315,8,2,60
318,11,34,61
323,15,24,62
328,12,27,63
332,17,19,64
342,7,26,65
348,10,12,66
351,6,18,67
357,1,27,68
365,10,33,69
374,9,43,70
378,18,21,71
387,20,30,72
396,9,20,73
397,19,33,74
399,3,35,75
409,1,16,76
412,3,11,77
416,6,7,78
423,9,24,79
429,18,50,80
432,12,18,81
435,8,48,82
437,7,29,83
438,17,43,84
446,4,44,85
447,12,7,86
455,16,19,87
458,20,48,88
460,10,16,89
462,15,34,90
464,17,32,91
468,19,3,92
469,14,47,93
471,15,7,94
480,11,2,95
490,14,47,96
493,7,11,97
502,6,29,98
508,9,31,99
508,12,18,100
517,11,47,101
524,3,43,102
525,20,28,103
527,10,28,104
529,16,29,105
536,11,10,106
541,6,34,107
549,17,31,108
557,20,1,109
560,15,36,110
568,7,41,111
574,6,49,112
584,7,13,113
588,12,2,114
598,4,12,115
602,12,42,116
605,13,47,117
607,14,3,118
615,10,43,119
618,18,27,120
625,11,17,121
632,11,9,122
640,13,32,123
648,9,23,124
655,18,45,125
662,8,23,126
671,17,40,127
676,16,46,128
683,16,14,129
689,2,31,130
693,7,21,131
699,8,27,132
706,19,35,133
714,19,36,134
720,17,20,135
721,12,42,136
721,18,39,137
726,9,50,138
729,8,19,139
729,11,43,140
737,20,27,141
743,17,9,142
746,6,42,143
755,19,21,144
755,16,36,145
765,20,48,146
772,19,8,147
774,17,20,148
777,7,9,149
783,13,25,150
783,9,38,151
786,6,27,152
790,3,23,153
791,12,13,154
791,4,20,155
794,14,24,156
802,6,3,157
804,17,43,158
809,10,30,159
813,3,40,160
814,2,30,161
824,10,30,162
833,5,45,163
836,4,42,164
840,3,15,165
845,6,12,166
845,18,42,167
850,3,20,168
856,3,23,169
864,7,29,170
869,8,25,171
878,17,37,172
886,13,40,173
886,13,41,174
896,16,13,175
904,10,38,176
913,15,23,177
918,17,34,178
918,13,13,179
928,9,36,180
938,7,5,181
943,5,25,182
952,4,33,183
958,13,40,184
960,2,24,185
962,16,22,186
972,1,5,187
973,12,12,188
976,11,20,189
986,14,15,190
986,7,38,191
990,3,29,192
993,11,12,193
1002,5,49,194
1011,15,7,195
1020,8,45,196
1029,14,49,197
1034,14,48,198
1039,19,0,199
1047,13,33,200
1056,17,49,201
1056,15,40,202
1061,2,25,203
1062,20,49,204
1069,8,30,205
1076,9,25,206
1083,2,24,207
1089,8,46,208
1089,12,45,209
1092,16,25,210
1092,10,42,211
1093,16,8,212
1098,14,25,213
1104,13,22,214
1110,15,16,215
1117,10,15,216
1125,16,17,217
1132,19,39,218
1132,11,29,219
1138,14,27,220
1138,5,7,221
1143,3,34,222
1148,17,11,223
1157,8,28,224
1163,3,12,225
1172,20,14,226
1178,4,41,227
1183,13,33,228
1186,10,3,229
1195,11,12,230
1200,11,34,231
1205,5,38,232
1208,1,29,233
1211,2,15,234
1221,5,36,235
1222,17,34,236
1229,9,30,237
1238,12,11,238
1241,9,16,239
1245,8,43,240
1245,5,2,241
1248,11,21,242
1257,6,19,243
1257,19,4,244
1267,16,33,245
1267,17,8,246
1269,10,42,247
1276,8,19,248
1277,11,13,249
1287,18,27,250
1289,8,14,251
1291,2,1,252
1299,17,22,253
1305,11,5,254
1315,9,5,255
1323,18,28,256
1331,15,29,257
1340,9,23,258
1345,11,25,259
1354,8,7,260
1364,11,48,261
1369,12,45,262
1372,2,33,263
1382,16,2,264
1388,2,23,265
1389,11,26,266
1395,11,39,267
1395,11,17,268
1397,9,45,269
1404,1,13,270
1407,13,34,271
1410,16,33,272
1420,18,47,273
1423,18,18,274
1427,1,6,275
1430,15,29,276
1439,18,32,277
1445,13,44,278
1446,19,2,279
1450,15,24,280
1454,19,18,281
1456,4,48,282
1460,20,40,283
1466,5,38,284
1470,1,27,285
1471,3,22,286
1473,4,47,287
1480,9,0,288
1480,15,22,289
1480,3,21,290
1485,3,26,291
1487,18,23,292
1492,5,10,293
1494,9,31,294
1504,3,35,295
1507,13,31,296
1510,6,25,297
1516,5,7,298
1523,18,50,299
1531,13,0,300
1534,9,14,301
1537,1,25,302
1540,20,49,303
1547,13,29,304
1547,3,24,305
1553,5,34,306
1555,20,21,307
1563,13,45,308
1566,15,12,309
1576,12,18,310
1579,6,44,311
1586,9,7,312
1591,1,36,313
1591,12,49,314
1596,15,12,315
1602,17,29,316
1608,16,49,317
1615,4,47,318
1619,12,33,319
1629,10,2,320
1636,4,33,321
1636,11,42,322
1642,6,35,323
1644,17,41,324
1652,3,2,325
1662,4,44,326
1668,20,44,327
1674,4,4,328
1674,7,16,329
1679,7,17,330
1689,20,19,331
1697,10,16,332
1698,7,9,333
1708,20,36,334
1718,11,12,335
1728,10,24,336
1732,13,33,337
1739,7,4,338
1743,15,8,339
1745,12,4,340
1749,5,11,341
1756,3,15,342
1761,9,14,343
1769,15,21,344
1773,14,30,345
1783,11,16,346
1785,17,12,347
1788,5,4,348
1794,10,2,349
1801,11,32,350
1806,4,24,351
1811,9,17,352
1819,4,27,353
1827,10,2,354
1833,9,28,355
1840,11,13,356
1843,2,28,357
1851,15,2,358
1854,1,13,359
1859,5,18,360
1862,13,20,361
1870,12,33,362
1879,10,49,363
1881,2,20,364
1885,2,39,365
1891,14,14,366
1897,11,30,367
1897,12,20,368
1902,6,5,369
1910,20,19,370
1915,17,7,371
1916,3,12,372
1920,17,15,373
1923,5,44,374
1932,3,41,375
1935,16,28,376
1938,13,2,377
1943,17,9,378
1952,16,48,379
1952,16,41,380
1957,12,14,381
1963,9,50,382
1970,10,33,383
1970,4,22,384
1974,17,6,385
1978,8,29,386
1981,7,2,387
1982,11,7,388
1987,9,47,389
1990,9,6,390
1996,15,31,391
2006,6,15,392
2015,13,45,393
2025,11,0,394
2033,20,32,395
2036,18,3,396
2041,20,8,397
2043,1,13,398
2050,3,43,399
2054,6,6,400
2060,19,12,401
2063,1,49,402
2069,14,13,403
2071,19,31,404
2077,5,35,405
2079,16,29,406
2082,6,32,407
2088,20,27,408
2095,2,20,409
2095,15,48,410
2095,20,41,411
2103,6,44,412
2105,10,1,413
2108,10,24,414
2116,18,48,415
2117,15,30,416
2117,19,12,417
2120,16,29,418
2126,13,8,419
2130,2,42,420
2135,11,29,421
2135,9,21,422
2136,13,11,423
2145,10,42,424
2149,19,44,425
2159,20,16,426
2161,2,35,427
2170,11,3,428
2175,20,1,429
2180,6,6,430
2190,17,48,431
2199,14,45,432
2208,10,43,433
2211,1,1,434
2213,7,16,435
2219,7,46,436
2222,3,3,437
2224,11,12,438
2229,7,29,439
2229,16,31,440
2234,16,22,441
2238,13,20,442
2244,8,10,443
2247,15,33,444
2248,20,34,445
2250,2,14,446
2251,4,4,447
2252,12,33,448
2253,13,42,449
2255,9,36,450
2261,4,42,451
2269,1,41,452
2273,15,9,453
2276,9,6,454
2284,20,42,455
2291,11,17,456
2296,2,2,457
2303,7,34,458
2305,9,47,459
2310,4,4,460
2320,5,38,461
2325,6,4,462
2325,12,28,463
2333,7,5,464
2335,1,4,465
2343,18,13,466
2350,6,31,467
2357,4,15,468
2364,10,11,469
2365,12,27,470
2375,17,28,471
2382,13,14,472
2382,15,2,473
2389,18,28,474
2390,18,2,475
2399,6,23,476
2405,13,10,477
2410,13,46,478
2416,5,30,479
2420,16,37,480
2425,17,19,481
2427,18,15,482
2433,2,21,483
2437,19,27,484
2439,6,1,485
2445,3,22,486
2450,10,41,487
2456,16,3,488
2466,2,34,489
2474,17,48,490
2478,2,38,491
2484,20,1,492
2494,15,40,493
2498,14,19,494
2504,2,3,495
2505,2,38,496
2512,12,24,497
2517,1,28,498
2520,3,9,499
2528,1,33,500
2534,9,18,501
2536,11,21,502
2545,9,26,503
2548,10,14,504
2554,7,11,505
2555,13,0,506
2558,9,12,507
2562,9,37,508
2570,2,20,509
2574,6,47,510
2583,19,6,511
2589,8,37,512
2592,13,9,513
2599,1,25,514
2603,11,40,515
2613,7,6,516
2614,15,11,517
2623,5,25,518
2630,2,42,519
2630,18,34,520
2639,9,22,521
2643,9,37,522
